,Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Price,Year,Types,City,Discount
180,2020 Hyundai Creta E,MANUAL,24097,Diesel,1st Owner,KA-53-x-xxxx,23611,1283999,2020,Hyundai,Bangalore,1257299
181,2018 Maruti S Cross SIGMA SHVS,MANUAL,67477,Diesel,1st Owner,DL-8C,13364,688599,2018,Maruti,New Delhi,683599
182,2020 KIA SONET GTX PLUS DCT 1.0,Manual,13180,Petrol,1st Owner,KA-01-x-xxxx,24110,1442099,2020,KIA,Bangalore,1283899
183,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,32372,Petrol,1st Owner,RJ-45,13435,687199,2019,Honda,Jaipur,687199
184,2017 Hyundai Grand i10 MAGNA 1.2 VTVT,MANUAL,16475,Petrol,2nd Owner,GJ-06,10021,520199,2017,Hyundai,Ahmedabad,512599
185,2016 Honda Brio 1.2 S MT I VTEC,MANUAL,19706,Petrol,2nd Owner,MH-05,7198,396999,2016,Honda,Mumbai,368199
186,2015 Mahindra Scorpio S10,MANUAL,54015,Diesel,2nd Owner,WB-26,15883,905299,2015,Mahindra,Kolkata,845799
187,2019 Tata NEXON XZA+ 1.5 Dual Tone,AUTOMATIC,39721,Diesel,1st Owner,TS-15-x-xxxx,18174,967799,2019,Tata,Hyderabad,967799
188,2019 Maruti Celerio VXI CNG,MANUAL,50700,Petrol + CNG,2nd Owner,MH-12,9398,551099,2019,Maruti,Mumbai,480699
189,2018 Maruti Swift VXI ABS,MANUAL,28593,Petrol,1st Owner,KL-46,12545,641699,2018,Maruti,Kochi,641699
190,2017 Volkswagen Ameo HIGHLINE 1.5,MANUAL,28640,Diesel,1st Owner,KL-02,10665,563199,2017,Volkswagen,Kochi,545499
191,2021 Nissan MAGNITE XL Turbo CVT,Manual,16276,Petrol,1st Owner,MH-05,15802,921999,2021,Nissan,Pune,841499
192,2016 Volkswagen Ameo COMFORTLINE 1.2,MANUAL,67184,Petrol,2nd Owner,KA-01-x-xxxx,10596,546999,2016,Volkswagen,Bangalore,541999
193,2018 Tata NEXON XZ+ 1.5 Dual Tone,MANUAL,32961,Diesel,1st Owner,KA-01-x-xxxx,19365,1031199,2018,Tata,Bangalore,1031199
194,2021 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,11645,Petrol,1st Owner,TS-12-x-xxxx,21827,1162299,2021,Maruti,Hyderabad,1162299
195,2019 Honda Amaze 1.2 V CVT I VTEC,AUTOMATIC,22139,Petrol,2nd Owner,DL-4C,12350,646999,2019,Honda,Indore,631699
196,2014 Maruti Wagon R 1.0 LXI CNG,MANUAL,47759,Petrol + CNG,1st Owner,DL-8C,6704,342899,2014,Maruti,New Delhi,342899
197,2021 Maruti Celerio VXI,MANUAL,7726,Petrol,1st Owner,WB-06,10473,535699,2021,Maruti,Kolkata,535699
198,2014 Nissan Micra XV CVT,AUTOMATIC,60588,Petrol,1st Owner,AP-16-x-xxxx,8721,446099,2014,Nissan,Hyderabad,446099
199,2021 Tata ALTROZ XM+ 1.2 RTN,Manual,7904,Petrol,1st Owner,HR-11,14080,720176,2021,Tata,New Delhi,720176
200,2021 Toyota Glanza V MT PETROL,Manual,85945,Petrol,1st Owner,TN-04-x-xxxx,17894,952899,2021,Toyota,Chennai,952899
201,2016 Maruti Alto 800 LXI,MANUAL,101510,Petrol,1st Owner,KL-04,4358,242899,2016,Maruti,Kochi,222899
202,2021 Renault Kwid RXL,MANUAL,3863,Petrol,1st Owner,WB-06,8324,467199,2021,Renault,Kolkata,425799
203,2017 Tata Tiago XT 1.2 REVOTRON,MANUAL,87923,Petrol,1st Owner,RJ-48,7656,391599,2017,Tata,Jaipur,391599
204,2014 Maruti Swift VXI,MANUAL,57155,Petrol,1st Owner,GJ-01,8733,460999,2014,Maruti,Ahmedabad,446699
205,2019 Hyundai Creta 1.6 SX (O) VTVT,MANUAL,48064,Petrol,2nd Owner,WB-50,20816,1108499,2019,Hyundai,Kolkata,1108499
206,2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,71854,Diesel,1st Owner,DL-8C,14807,790099,2018,Ford,New Delhi,757399
207,2018 Tata NEXON XZ+ 1.2,MANUAL,62480,Petrol,2nd Owner,UP-32-x-xxxx,12991,664499,2018,Tata,Lucknow,664499
208,2022 Maruti Celerio ZXI+,MANUAL,8855,Petrol,1st Owner,RJ-45,13935,728799,2022,Maruti,Jaipur,712799
209,2019 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,13445,Petrol,1st Owner,GJ-18,30608,1767299,2019,KIA,Ahmedabad,1629899
210,2018 Renault Duster RXL PETROL 104,MANUAL,41076,Petrol,1st Owner,TS-13-x-xxxx,12710,720099,2018,Renault,Hyderabad,650099
211,2017 Renault Kwid RXT 1.0 EASY-R  AT,AUTOMATIC,15179,Petrol,1st Owner,MH-12,7656,391599,2017,Renault,Pune,391599
212,2017 Toyota Etios Liva VX DUAL TONE,MANUAL,33893,Petrol,3rd Owner,KA-53-x-xxxx,11529,594699,2017,Toyota,Bangalore,589699
213,2011 Hyundai Verna FLUIDIC 1.6 SX CRDI,MANUAL,84241,Diesel,2nd Owner,TN-22-x-xxxx,8725,446299,2011,Hyundai,Chennai,446299
214,2021 Toyota URBAN CRUISER Premium AT,Manual,7052,Petrol,1st Owner,TN-09-x-xxxx,23782,1266399,2021,Toyota,Chennai,1266399
215,2019 Maruti Baleno ALPHA 1.2 K12,MANUAL,40317,Petrol,1st Owner,RJ-02,14473,762499,2019,Maruti,Jaipur,740299
216,2017 Renault Kwid RXT,MANUAL,17729,Petrol,1st Owner,RJ-41,6336,330199,2017,Renault,Jaipur,324099
217,2020 Renault Kwid RXT,MANUAL,13648,Petrol,1st Owner,WB-06,8469,465399,2020,Renault,Kolkata,433199
218,2017 Mahindra XUV500 W10 AT,AUTOMATIC,98655,Diesel,1st Owner,KA-51-x-xxxx,24950,1467899,2017,Mahindra,Bangalore,1328599
219,2016 Maruti Celerio VXI CNG,MANUAL,75183,Petrol + CNG,1st Owner,MH-05,8997,480099,2016,Maruti,Mumbai,460199
220,2019 Mahindra XUV 3OO W8(O),MANUAL,84472,Diesel,1st Owner,DL-8C,16338,869999,2019,Mahindra,New Delhi,869999
221,2016 Hyundai Creta 1.6 SX PLUS VTVT,MANUAL,40121,Petrol,2nd Owner,MH-47,16383,886299,2016,Hyundai,Mumbai,872399
222,2017 Honda Jazz 1.2 V AT,AUTOMATIC,34337,Petrol,1st Owner,UP-32-x-xxxx,10778,551299,2017,Honda,Lucknow,551299
223,2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,AUTOMATIC,68072,Petrol,2nd Owner,AP-29-x-xxxx,7263,387399,2012,Hyundai,Hyderabad,371499
224,2013 Honda Brio 1.2 S MT I VTEC,MANUAL,74046,Petrol,2nd Owner,AP-09-x-xxxx,7431,380099,2013,Honda,Hyderabad,380099
225,2011 Toyota Corolla Altis D 4D G,MANUAL,159751,Diesel,1st Owner,UP-32-x-xxxx,6450,329899,2011,Toyota,Lucknow,329899
226,2016 Honda Brio 1.2 S MT I VTEC,MANUAL,67010,Petrol,1st Owner,RJ-14,7201,377399,2016,Honda,Jaipur,368349
227,2019 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,34293,Diesel,1st Owner,KA-01-x-xxxx,18559,1028599,2019,Ford,Bangalore,988299
228,2016 Renault Duster RXL AMT 110 PS,AUTOMATIC,88082,Diesel,1st Owner,TN-09-x-xxxx,15515,826199,2016,Renault,Chennai,826199
229,2019 Maruti Dzire VXI,MANUAL,46745,Petrol + CNG,1st Owner,UP-32-x-xxxx,12749,665999,2019,Maruti,Lucknow,652099
230,2020 Honda Amaze VX AT I DTEC,AUTOMATIC,70062,Diesel,1st Owner,MH-12,18255,1039799,2020,Honda,Pune,972099
231,2015 Honda Jazz 1.2 V MT,MANUAL,55247,Petrol,1st Owner,KL-04,9734,497899,2015,Honda,Kochi,497899
232,2017 Maruti Dzire VDI,MANUAL,48905,Diesel,2nd Owner,TN-09-x-xxxx,13151,672699,2017,Maruti,Chennai,672699
233,2013 Maruti Swift Dzire VXI 1.2 BS IV,MANUAL,105554,Petrol,1st Owner,WB-02,5644,343699,2013,Maruti,Kolkata,288699
234,2021 Maruti Swift VXI,MANUAL,3535,Petrol,1st Owner,KA-03-x-xxxx,14283,750699,2021,Maruti,Bangalore,730599
235,2018 Mahindra XUV500 W10 FWD,MANUAL,92107,Diesel,2nd Owner,TS-16-x-xxxx,22567,1201699,2018,Mahindra,Hyderabad,1201699
236,2017 Volkswagen Ameo HIGHLINE 1.5L AT (D),AUTOMATIC,45831,Diesel,2nd Owner,KA-05-x-xxxx,14457,739499,2017,Volkswagen,Bangalore,739499
237,2022 Maruti Celerio VXI CNG,MANUAL,20858,Petrol + CNG,1st Owner,RJ-45,14739,765599,2022,Maruti,Jaipur,753899
238,2008 Honda City ZX GXI,MANUAL,21257,Petrol,2nd Owner,WB-26,3454,183699,2008,Honda,Kolkata,176699
239,2019 Honda City V MT PETROL,MANUAL,20355,Petrol,1st Owner,WB-02,16464,897399,2019,Honda,Kolkata,876699
240,2018 Toyota YARIS G CVT,AUTOMATIC,33620,Petrol,2nd Owner,KA-03-x-xxxx,17431,934799,2018,Toyota,Bangalore,928199
241,2020 Mahindra XUV 3OO 1.2 W6 MT,Manual,30557,Petrol,1st Owner,DL-10,17393,931199,2020,Mahindra,New Delhi,926199
242,2018 Renault Kwid RXT 1.0 EASY-R AT OPTION,AUTOMATIC,45167,Petrol,1st Owner,MH-12,8780,462499,2018,Renault,Pune,449099
243,2019 Maruti Swift VXI AMT,AUTOMATIC,8867,Petrol,1st Owner,MH-14,14383,748899,2019,Maruti,Pune,735699
244,2017 Honda City V MT PETROL,MANUAL,18613,Petrol,1st Owner,DL-3C,17049,907899,2017,Honda,New Delhi,907899
245,2019 Renault Kwid CLIMBER 1.0 AT,AUTOMATIC,30142,Petrol,1st Owner,KL-07,8088,413699,2019,Renault,Kochi,413699
246,2020 Maruti Swift VXI,MANUAL,57330,Petrol,1st Owner,UP-53-x-xxxx,11167,586499,2020,Maruti,Lucknow,571199
247,2017 Honda Jazz 1.2 V AT,AUTOMATIC,20697,Petrol,1st Owner,GJ-01,12362,632299,2017,Honda,Ahmedabad,632299
248,2019 Mahindra XUV 3OO W8(O),MANUAL,96730,Diesel,1st Owner,AP-39-x-xxxx,17247,1058549,2019,Mahindra,Hyderabad,918399
249,2014 Hyundai i20 MAGNA O 1.4 CRDI,MANUAL,93435,Diesel,2nd Owner,MP-09,8088,413699,2014,Hyundai,Indore,413699
250,2019 Maruti Celerio ZXI,MANUAL,49333,Petrol + CNG,1st Owner,MH-05,9863,504499,2019,Maruti,Mumbai,504499
251,2014 Hyundai i20 SPORTZ 1.2 VTVT,MANUAL,55937,Petrol,1st Owner,DL-12,8747,447399,2014,Hyundai,New Delhi,447399
252,2022 Honda City ZX CVT,AUTOMATIC,337,Petrol,1st Owner,KA-01-x-xxxx,33160,1822699,2022,Honda,Bangalore,1765799
253,2013 Honda Brio 1.2 S MT I VTEC,MANUAL,72124,Petrol,1st Owner,AP-10-x-xxxx,7705,394099,2013,Honda,Hyderabad,394099
254,2019 KIA SELTOS HTK PLUS AT 1.5 DIESEL,AUTOMATIC,40029,Diesel,1st Owner,TS-08-x-xxxx,25156,1375499,2019,KIA,Hyderabad,1339599
255,2016 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,99705,Petrol,1st Owner,RJ-14,10268,525199,2016,Volkswagen,Jaipur,525199
256,2021 Tata Tiago XT 1.2 REVOTRON,MANUAL,42713,Petrol,2nd Owner,TS-04-x-xxxx,11990,613299,2021,Tata,Hyderabad,613299
257,2015 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,97822,Petrol,2nd Owner,RJ-14,10117,517499,2015,Ford,Jaipur,517499
258,2013 Honda Amaze 1.2 SMT I VTEC,MANUAL,64754,Petrol,2nd Owner,TN-11-x-xxxx,7857,401899,2013,Honda,Chennai,401899
259,2022 Tata TIGOR XZ CNG 1.2 RTN,Manual,4725,Petrol + CNG,1st Owner,UP-32-x-xxxx,14872,800799,2022,Tata,Lucknow,760699
260,2021 Skoda KUSHAQ STYLE 1.0TSI AT,Manual,14758,Petrol,1st Owner,GJ-27,28503,1641899,2021,Skoda,Ahmedabad,1517799
261,2019 Maruti Celerio ZXI,MANUAL,16461,Petrol,2nd Owner,RJ-45,9800,501299,2019,Maruti,Jaipur,501299
262,2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,23249,Petrol,1st Owner,GJ-03,29199,1564499,2020,MG,Ahmedabad,1554899
263,2018 Maruti Celerio VXI CNG,MANUAL,71933,Petrol + CNG,1st Owner,MH-12,10387,531299,2018,Maruti,Pune,531299
264,2017 Hyundai Elite i20 SPORTZ 1.2,MANUAL,37323,Petrol,1st Owner,DL-8C,11691,602999,2017,Hyundai,New Delhi,597999
265,2021 Tata NEXON XZ+ SUNROOF 1.2 RTN,MANUAL,16034,Petrol,1st Owner,MH-02,21761,1158799,2021,Tata,Mumbai,1158799
266,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,40854,Petrol,1st Owner,RJ-45,12569,659099,2019,Honda,Jaipur,642899
267,2021 Volkswagen Vento COMFORTLINE 1.0 TSI MT,MANUAL,13265,Petrol,1st Owner,DL-7C,15838,965599,2021,Volkswagen,New Delhi,843399
268,2016 Mahindra Kuv100 K8 D 5 STR,MANUAL,63927,Diesel,1st Owner,MH-12,10051,514099,2016,Mahindra,Pune,514099
269,2021 Mahindra Thar LX D 4*4 MT HT,MANUAL,42608,Diesel,1st Owner,HR-36,30238,1610199,2021,Mahindra,New Delhi,1610199
270,2018 Maruti Celerio VXI (O) AMT,AUTOMATIC,89184,Petrol,2nd Owner,TS-13-x-xxxx,8987,459699,2018,Maruti,Hyderabad,459699
271,2020 Tata ALTROZ XZ 1.2,MANUAL,28777,Petrol,1st Owner,RJ-45,14113,728899,2020,Tata,Jaipur,721899
272,2020 Tata ALTROZ XZ 1.2,MANUAL,7754,Petrol,1st Owner,WB-06,14023,717299,2020,Tata,Kolkata,717299
273,2019 MG HECTOR SHARP 2.0 DIESEL,MANUAL,55693,Diesel,2nd Owner,GJ-03,28076,1639899,2019,MG,Ahmedabad,1495099
274,2018 Ford Ecosport TREND + 1.5 TI VCT AT,AUTOMATIC,5376,Petrol,1st Owner,MH-02,15063,802099,2018,Ford,Mumbai,802099
275,2021 Tata Harrier XZ +,MANUAL,32514,Diesel,1st Owner,MP-04,33665,1889799,2021,Tata,Indore,1792699
276,2015 Honda City V MT PETROL,MANUAL,59024,Petrol,2nd Owner,DL-10,11759,601499,2015,Honda,New Delhi,601499
277,2020 Honda City V CVT,AUTOMATIC,62834,Petrol,1st Owner,GJ-01,19633,1132199,2020,Honda,Ahmedabad,1045499
278,2019 Renault Kwid 1.0 RXT Opt,MANUAL,8297,Petrol,1st Owner,DL-10,9044,462599,2019,Renault,New Delhi,462599
279,2021 Tata TIGOR Revotron XE,MANUAL,6114,Petrol,1st Owner,MH-46,12057,669199,2021,Tata,Mumbai,616699
280,2012 Hyundai i20 ASTA 1.2,MANUAL,53635,Petrol,1st Owner,MH-12,9277,474499,2012,Hyundai,Pune,474499
281,2012 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,62745,Petrol,1st Owner,TN-05-x-xxxx,6440,329399,2012,Hyundai,Chennai,329399
282,2021 Maruti New  Wagon-R ZXI 1.2L AGS,AUTOMATIC,3201,Petrol,1st Owner,MH-48,13879,739399,2021,Maruti,Mumbai,709899
283,2019 KIA SELTOS GTX + AT PETROL,AUTOMATIC,15887,Petrol,1st Owner,TN-11-x-xxxx,31310,1863499,2019,KIA,Chennai,1667299
284,2019 Honda Jazz 1.2 VX AT,AUTOMATIC,6724,Petrol,1st Owner,KA-51-x-xxxx,18078,962699,2019,Honda,Bangalore,962699
285,2019 Hyundai NEW SANTRO 1.1 SPORTS AMT,AUTOMATIC,17094,Petrol,1st Owner,GJ-01,10819,553399,2019,Hyundai,Ahmedabad,553399
286,2018 Ford Ecosport TITANIUM PLUS 1.5 TI VCT MT,MANUAL,25345,Petrol,1st Owner,WB-08,14968,765599,2018,Ford,Kolkata,765599
287,2015 Maruti Celerio VXI,MANUAL,24063,Petrol,1st Owner,WB-02,7318,401899,2015,Maruti,Kolkata,374299
288,2015 Renault Duster 85 PS RXE DIESEL ADVENTURE,MANUAL,55669,Diesel,1st Owner,DL-1C,8412,430299,2015,Renault,New Delhi,430299
289,2021 Maruti Swift ZXI + AMT,AUTOMATIC,15773,Petrol,2nd Owner,KA-03-x-xxxx,16894,945499,2021,Maruti,Bangalore,899599
290,2021 Tata PUNCH CREATIVE  MT,Manual,19036,Petrol,1st Owner,MH-12,15262,877799,2021,Tata,Pune,812699
291,2016 Maruti Baleno DELTA 1.2 K12,MANUAL,84157,Petrol,2nd Owner,RJ-14,10191,527299,2016,Maruti,Jaipur,521299
292,2015 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,50037,Petrol,2nd Owner,KA-03-x-xxxx,13990,715599,2015,Ford,Bangalore,715599
293,2022 KIA SONET GTX PLUS 1.5D AT DUAL TONE,Manual,3704,Diesel,1st Owner,KA-05-x-xxxx,31111,1656699,2022,KIA,Bangalore,1656699
294,2020 Hyundai NEW I20 ASTA (O) 1.2 MT,Manual,19531,Petrol,1st Owner,DL-11,17179,958899,2020,Hyundai,New Delhi,914799
295,2021 Hyundai NEW SANTRO SPORTZ EXECUTIVE CNG,MANUAL,18700,Petrol + CNG,1st Owner,DL-4C,12258,626999,2021,Hyundai,New Delhi,626999
296,2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,7659,Petrol,1st Owner,WB-20,14172,783099,2018,Ford,Kolkata,724899
297,2019 Maruti Swift VXI,MANUAL,21388,Petrol,1st Owner,WB-12,11036,606999,2019,Maruti,Kolkata,564499
298,2019 Maruti Alto VXI,MANUAL,17767,Petrol,1st Owner,TS-08-x-xxxx,7451,413999,2019,Maruti,Hyderabad,381099
299,2018 Mahindra KUV 100 NXT K2 D 6S,MANUAL,65179,Diesel,1st Owner,DL-10,8831,451699,2018,Mahindra,New Delhi,451699
300,2020 KIA SONET GTX + 1.0 IMT,Manual,10806,Petrol,1st Owner,KA-04-x-xxxx,23111,1364499,2020,KIA,Bangalore,1230699
301,2021 Maruti S PRESSO LXI (O) CNG,MANUAL,29604,Petrol + CNG,1st Owner,TS-10-x-xxxx,9961,509499,2021,Maruti,Hyderabad,509499
302,2014 Maruti Ciaz ZXI,MANUAL,57645,Petrol + CNG,2nd Owner,HR-26,11431,584699,2014,Maruti,New Delhi,584699
303,2018 Ford Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),MANUAL,57214,Petrol,1st Owner,UP-32-x-xxxx,15935,848549,2018,Ford,Lucknow,848549
304,2012 Hyundai i10 SPORTZ 1.2 KAPPA2,MANUAL,28894,Petrol,2nd Owner,KA-02-x-xxxx,7132,364799,2012,Hyundai,Bangalore,364799
305,2016 Ford Ecosport 1.0 TREND+ (ECOBOOST),MANUAL,45461,Petrol,1st Owner,KA-03-x-xxxx,13185,689699,2016,Ford,Bangalore,674399
306,2017 Ford New Figo 1.2 TREND,MANUAL,27815,Petrol,1st Owner,KL-17,8893,454899,2017,Ford,Kochi,454899
307,2014 Renault Duster RXL PETROL 104,MANUAL,96473,Petrol,1st Owner,MH-01,10448,612399,2014,Renault,Mumbai,534399
308,2018 Hyundai Eon ERA PLUS,MANUAL,38999,Petrol,1st Owner,MP-09,5937,343499,2018,Hyundai,Indore,303699
309,2021 Tata Harrier XZA  DUAL TONE,AUTOMATIC,17419,Diesel,1st Owner,UP-14,34409,2111249,2021,Tata,New Delhi,1832299
310,2017 Maruti Swift VXI,MANUAL,55329,Petrol,1st Owner,GJ-01,10365,530199,2017,Maruti,Ahmedabad,530199
311,2017 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,11223,Petrol,3rd Owner,KL-46,7236,405799,2017,Maruti,Kochi,370099
312,2013 Maruti Swift VXI,MANUAL,37446,Petrol,2nd Owner,TN-11-x-xxxx,8330,426099,2013,Maruti,Chennai,426099
313,2013 Jaguar XF 2.2 DIESEL,AUTOMATIC,28289,Diesel,2nd Owner,DL-6C,28281,1549999,2013,Jaguar,New Delhi,1505999
314,2018 Renault Kwid 1.0 RXT Opt,MANUAL,40397,Petrol,3rd Owner,TN-07-x-xxxx,7576,387499,2018,Renault,Chennai,387499
315,2018 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,99119,Petrol,1st Owner,KA-02-x-xxxx,10629,558299,2018,Tata,Bangalore,543699
316,2015 Hyundai Eon ERA PLUS,MANUAL,62917,Petrol,1st Owner,MP-04,5869,300199,2015,Hyundai,Indore,300199
317,2014 Maruti Alto K10 VXI,MANUAL,38385,Petrol,2nd Owner,MH-14,5087,280699,2014,Maruti,Pune,260199
318,2009 Hyundai i10 MAGNA 1.2,MANUAL,87582,Petrol,1st Owner,KL-19,3572,207699,2009,Hyundai,Kochi,182699
319,2015 Honda Brio 1.2 S MT I VTEC,MANUAL,96899,Petrol,1st Owner,TS-08-x-xxxx,7531,390199,2015,Honda,Hyderabad,385199
320,2013 Toyota Corolla Altis G,MANUAL,60387,Petrol,1st Owner,WB-02,7619,389699,2013,Toyota,Kolkata,389699
321,2015 Honda Brio 1.2 S MT I VTEC,MANUAL,96066,Petrol,1st Owner,DL-3C,6614,343299,2015,Honda,New Delhi,338299
322,2015 Renault Kwid RXT Opt,MANUAL,22724,Petrol,1st Owner,UP-32-x-xxxx,5052,258399,2015,Renault,Lucknow,258399
323,2020 Hyundai NEW SANTRO SPORTZ 1.1,MANUAL,20995,Petrol,1st Owner,TS-08-x-xxxx,10342,534099,2020,Hyundai,Hyderabad,528999
324,2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,12226,Petrol,2nd Owner,KL-55,7693,454199,2019,Hyundai,Kochi,393499
325,2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,AUTOMATIC,54545,Petrol,2nd Owner,AP-28-x-xxxx,7638,390699,2012,Hyundai,Hyderabad,390699
326,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,14905,Petrol,1st Owner,UP-32-x-xxxx,10450,567099,2018,Hyundai,Lucknow,534499
327,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,41460,Petrol,1st Owner,UP-44-x-xxxx,9003,470999,2017,Hyundai,Lucknow,460499
328,2022 Hyundai Creta SX PETROL MT,MANUAL,11609,Petrol,1st Owner,KL-33,28989,1543699,2022,Hyundai,Kochi,1543699
329,2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,35449,Petrol,1st Owner,UP-70-x-xxxx,31659,1731899,2020,MG,Lucknow,1685899
330,2021 MG HECTOR SHARP CVT,AUTOMATIC,21025,Petrol,1st Owner,UP-32,32893,1873199,2021,MG,New Delhi,1751599
331,2016 Tata Tiago XZ 1.2 REVOTRON,MANUAL,68281,Petrol,1st Owner,MP-04,8626,441199,2016,Tata,Indore,441199
332,2020 Maruti Swift VXI,MANUAL,56084,Petrol,2nd Owner,AP-39-x-xxxx,12322,663099,2020,Maruti,Hyderabad,630299
333,2022 Tata Safari XZA+ DARK EDITION,Manual,15106,Diesel,1st Owner,GJ-06,44018,2510099,2022,Tata,Ahmedabad,2343999
334,2021 KIA SELTOS HTK PLUS 1.5 DIESEL,MANUAL,45344,Diesel,1st Owner,TS-08-x-xxxx,25663,1433399,2021,KIA,Hyderabad,1366599
335,2012 Maruti A Star VXI ABS AT,AUTOMATIC,40936,Petrol,3rd Owner,KA-42-x-xxxx,6393,326999,2012,Maruti,Bangalore,326999
336,2018 Honda City VX CVT PETROL,AUTOMATIC,97658,Petrol,1st Owner,RJ-45,18032,965199,2018,Honda,Jaipur,960199
337,2020 Hyundai Grand i10 MAGNA 1.2 VTVT,MANUAL,13359,Petrol,2nd Owner,DL-4C,10463,565199,2020,Hyundai,New Delhi,535199
338,2018 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,48315,Petrol,2nd Owner,MH-14,10704,547499,2018,Tata,Pune,547499
339,2016 Maruti Vitara Brezza ZDI,MANUAL,50552,Diesel,1st Owner,TN-12-x-xxxx,15406,787999,2016,Maruti,Chennai,787999
340,2010 Maruti Ritz ZXI,MANUAL,27355,Petrol,2nd Owner,KA-53-x-xxxx,7261,371399,2010,Maruti,Bangalore,371399
341,2013 Toyota Etios Liva G,MANUAL,49893,Petrol,1st Owner,KL-02,7390,377999,2013,Toyota,Kochi,377999
342,2016 Volkswagen Ameo COMFORTLINE 1.2,MANUAL,22434,Petrol,1st Owner,KL-41,8974,481099,2016,Volkswagen,Kochi,458999
343,2018 Tata Tiago XZ 1.2 REVOTRON,MANUAL,58840,Petrol,1st Owner,RJ-14,8848,452599,2018,Tata,Jaipur,452599
344,2019 Hyundai NEW SANTRO ERA 1.1,MANUAL,45693,Petrol,1st Owner,WB-26,7171,389799,2019,Hyundai,Kolkata,366799
345,2019 Hyundai Creta 1.6 SX CRDI,MANUAL,45172,Diesel,1st Owner,TN-31-x-xxxx,23686,1347599,2019,Hyundai,Chennai,1261299
346,2019 Tata Harrier XZ 2.0L Kryotec,MANUAL,50011,Diesel,1st Owner,MH-04,27645,1593399,2019,Tata,Mumbai,1472099
347,2016 Ford Ecosport 1.5 TREND+ TDCI,MANUAL,90981,Diesel,1st Owner,KA-37-x-xxxx,13560,709199,2016,Ford,Bangalore,693599
348,2021 Tata PUNCH ACCOMPLISHED AMT,Manual,10218,Petrol,1st Owner,TS-07-x-xxxx,16125,858699,2021,Tata,Hyderabad,858699
349,2020 Maruti Swift VXI,MANUAL,3152,Petrol,1st Owner,DL-6C,13001,669999,2020,Maruti,New Delhi,664999
350,2018 Toyota YARIS VX CVT,AUTOMATIC,36878,Petrol,1st Owner,MH-01,20683,1150199,2018,Toyota,Mumbai,1101399
351,2019 Maruti Celerio VXI CNG OPT,MANUAL,28767,Petrol + CNG,1st Owner,MH-02,12459,637299,2019,Maruti,Pune,637299
352,2018 Ford FREESTYLE TITANIUM 1.5 TDCI,Manual,29033,Diesel,3rd Owner,KL-01,12060,671599,2018,Ford,Kochi,616899
353,2014 Ford Ecosport 1.0 ECOBOOST TITANIUM,MANUAL,38203,Petrol,1st Owner,WB-02,9499,490899,2014,Ford,Kolkata,485899
354,2008 Hyundai i10 SPORTZ 1.2,MANUAL,23880,Petrol,2nd Owner,KL-07,4119,246699,2008,Hyundai,Kochi,210699
355,2018 Tata Tiago XT 1.2 REVOTRON,MANUAL,29576,Petrol,1st Owner,KA-51-x-xxxx,10221,522799,2018,Tata,Bangalore,522799
356,2014 Mahindra Scorpio S10,MANUAL,79924,Diesel,2nd Owner,KA-03-x-xxxx,18929,1007999,2014,Mahindra,Bangalore,1007999
357,2018 Honda Amaze 1.2 SMT I VTEC,MANUAL,42775,Petrol,1st Owner,KL-11,11930,618299,2018,Honda,Kochi,610199
358,2018 Volkswagen Ameo HIGHLINE PLUS 1.0,MANUAL,8945,Petrol,1st Owner,WB-08,11871,607199,2018,Volkswagen,Kolkata,607199
359,2018 Tata NEXON XZA + 1.2 PETROL A/T,AUTOMATIC,49765,Petrol,1st Owner,MH-17,15372,881599,2018,Tata,Pune,818599
360,2022 Mahindra Thar LX HT PETROL 4WD MT,Manual,16202,Petrol,1st Owner,RJ-45,29329,1607399,2022,Mahindra,Jaipur,1561799
361,2017 Maruti Ertiga VXI ABS,MANUAL,52930,Petrol,1st Owner,WB-24,13175,698799,2017,Maruti,Kolkata,673899
